HashFunction,Trigger,1
dh,timer,1
ul,timer,0
is,queue,1
tn,queue,1
oi,queue,0
dv,timer,0
gb,queue,1
gm,queue,1
gp,http,1
ir,timer,0
sa,http,0
fc,http,0
md,timer,0
vp,timer,0
dt,queue,1
dl,queue,1
dq,queue,1
ds,queue,0
dg,queue,0
